tag,name
AERO200,Aircraft Operations and Flight Mechanics
AERO215,Thermofluids
AERO220,Aerospace Lab 1
AERO300,Aerodynamics 1
AERO305,Aircraft Propulsion
AERO310,Aircraft Structures 1
AERO315,Aerospace Manufacturing Processes
AERO350,Aerospace Lab 2
AERO402,Aerodynamics 2
AERO411,"Flight Dynamics, Stability and Control"
AERO450,Aerospace Lab 3
AERO495,Industrial Training
AERO496,Aircraft Design
AERO500,Computational Fluid Dynamics
AERO501,Selected Topics in Aerospace Engineering
AERO505,Spacecraft Propulsion
AERO506,Spacecraft Engineering Design
AERO511,Aircraft Structures 2
AERO515,Aviation Regulations and Certifications
AERO561,Electric propulsion
AERO562,Rocket propulsion
AERO563 ,Kinetics and thermodynamics of gases
AERO564,Combustion
AERO565,Experimental Techniques Teaching Lab
AERO566,High-Temperature Gas Dynamics
AERO585,Design and Critical Thinking in Aerospace Engineering
AERO590,Capstone Engineering Design Project
AERO601,Spacecraft Systems
AERO602,Spacecraft Dynamics and Attitude Control
MECH200,Introduction to Engineering Drawing and Workshop
MECH201,3D Printing Technologies
MECH210,Measurement and Instrumentation lab
MECH240,Introduction to Computing Lab in ME
MECH305,Mechanics of Materials
MECH306,Manufacturing Processes
MECH310,Dynamics
MECH311,Applied Thermodynamics
MECH315,Geometric Modeling
MECH340,Fluid Mechanics
MECH348,Fluid Mechanics Lab
MECH350,Introduction to Mechatronics
MECH384,Mathematics for Mechanical Engineering
MECH390,Engineering Materials
MECH407,Machine Design I
MECH409,Dynamic Systems & Control
MECH411,Heat Transfer
MECH412,Machine Design II
MECH417,Kinematics Design of Machinery
MECH426,Thermofluid System Design & Analysis
MECH430,Thermal Engineering Lab
MECH433,Introduction to Computer Aided Manufacturing
MECH440,Design and Manufacturing Lab
MECH450,Dynamic Systems and Control Lab
MECH495,Industrial Training
MECH506,Control Engineering           
MECH510,Selected Topics in Thermal Sciences
MECH512,Intermediate Heat Transfer
MECH513,Air Conditioning Systems      
MECH514,Heat Engines
MECH516,Energy Management
MECH517,Turbomachinery
MECH520,Selected Topics in Bioengineering
MECH521,Biomechanics
MECH522,Bioinstrumentation
MECH525,Introduction to Bioengineering
MECH530,Selected Topics in Mechatronics
MECH531,Introduction to Robotics
MECH532,Design of Mechatronics Systems
MECH533,Mechanical Vibration
MECH540,Selected Topics in Design & Manufacturing
MECH541,Non-conventional Manufacturing
MECH542,Introduction to Composites Design & Manufacturing
MECH543,Introduction to Rapid Tooling
MECH545,Maintenance Engineering
MECH547,Intermediate Mechanics of Material
MECH550,Introduction to Aerospace Engineering
MECH551,Foundations of Aerodynamics
MECH552,Aircraft Structures
MECH553,"Flight Dynamics, Stability and Control"
MECH554,Aerospace Propulsion
MECH585,Design and Critical Thinking in Mechanical Engineering
MECH590,Capstone Engineering Design Project
MECH612,Advanced Mechanical Vibrations
MECH614,Advanced Control Systems
MECH615,Advanced Dynamics
MECH626,Fatigue & Fracture Mechanics
MECH630,Advanced Solid Mechanics
MECH632,Advanced CAD/CAM
MECH633,Finite Element Methods
MECH640,Directed Studies in Mechanical Engineering
MECH645,Advanced Heat Transfer
MECH650,Advanced Fluid Mechanics
MECH654,Advanced Thermodynamics
MECH660,Mechanical Engineering Seminar
MECH690,Thesis
MECH710,Research Methodologies
MECH711,Optimal and Robust Control
MECH712,Nonlinear Systems and Control
MECH720,Failure Analysis and Prevention 
MECH730,Advances in Manufacturing Processes
MECH735,Advanced Topics in Mechanical Engineering I
MECH736,Advanced Topics in Mechanical Engineering II
MECH742,Convective Heat Transfer
MECH750,Advanced Computational Fluid Dynamics
MECH760,Measurements and Instrumentation
MECH800,Comprehensive Exam
MECH810,Prospectus Exam
MECH900,Dissertation Doctoral Research
MECH910,Dissertation Defense
MEME621,Operations Research for Engineers
MEME635,Project Management for Engineers
MEME651,Quality Engineering
MEME661,Engineering Process Management
MEME676,Product Development and Marketing 
MEME685,Action Project (Capstone)
MTSE625,Independent Studies in Materials Science and Eng.
MTSE800,Comprehensive Exam
MTSE810,Prospectus Exam
MTSE900,Dissertation Doctoral Research
MTSE910,Dissertation Defense
AGRB200,Agricultural Economics
AGRB210,Introduction to Agribusiness
AGRB220,Introduction to Agricultural Extension 
AGRB300,Marketing Management for Agribusiness
AGRB312,Logistics in Global Agriculture
AGRB333,Applied Agricultural Education and Extension
AGRB335,Computer and IT Applications in Agriculture
AGRB341,E-Commerce & Agri-food Industries
AGRB352,Agribusiness Entrepreneurship
AGRB360,Global Agri-food Trade
AGRB365,Economics of Food Security and Sustainability 
AGRB371,Linear Programming for Agribusiness
AGRB374,Fundamentals of Production Economic
AGRB377,Principles of Economic Development
AGRB391,Applications Of Quantitative Research Techniques to Social Sciences
AGRB392,Introduction to Resource & Environmental Economics
AGRB395,Contemporary Food Sustainability and Nutrition
AGRB410,Internship
AGRB421,Agribusiness Strategy
AGRB422,Agricultural and Food Policy
AGRB444,Farm Management
AGRB445,Feasibility Studies of Food and Agriculture Projects
AGRB450,Agribusiness Senior Seminar
AGRB480,Senior Project
AGRB605,Agribusiness Marketing Research
AGRB613,Major Project in Food and Agribusiness Management 
ARAG200,Principles of Soil and Water
ARAG205,Introduction to Fish & Animal Science
ARAG220,Natural Resources
ARAG230,Principles of Fisheries Management
ARAG242,Principles of Plant Protection
ARAG304,Range and Pasture Management
ARAG305,Principles of Organic Horticulture
ARAG307,Introduction to Horticulture
ARAG308,Soil Fertility and Fertilizer
ARAG310,Agricultural Technology Transfer
ARAG311,Plant Propagation
ARAG313,Urban Tree Management
ARAG314,Animal Breeding & Biotechnology
ARAG316,Animal Nutrition
ARAG318,Camel Management
ARAG319,Anatomy & Physiology of Animals
ARAG320,World Herbs and Vegetables
ARAG321,Floriculture Crop Production
ARAG322,Introductory Poultry Production 
ARAG323,Post-Harvest Physiology of Plant and Animal Systems 
ARAG325,Fisheries Management and Conservation
ARAG326,Mariculture
ARAG327,Plant Physiology and Environmental Stress 
ARAG329,Organic Animal Production
ARAG330,Principles of Animal Sciences 
ARAG335,Production Medicine
ARAG339,Management of Sport Animals
ARAG376,Soil Processes in Organic Farming
ARAG401,Sustainable Agriculture in Arid Lands
ARAG402,Woody Plants in the Landscape
ARAG404,Vegetable Production in Arid Lands
ARAG407,Design of Organic Production System
ARAG408,Survey of Plant Communities in Arid Lands 
ARAG410,Fruit Production in Arid Lands
ARAG412,Specialty Crops
ARAG414,Plant Breeding and Horticultural Biotechnology
ARAG423,Dairy Cattle Management
ARAG424,Fish Breeding and Propagation
ARAG425,Shellfish and Molluscan Aquaculture
ARAG426,Aquatic Ecology
ARAG428,Animal Welfare
ARAG430,Fisheries Stock Assessment
ARAG432,Sheep and Goat Production
ARAG433,Fish Nutrition
ARAG434,Reproductive Physiology
ARAG435,Egg Production
ARAG436,Poultry Meat Production
ARAG437,Disease and Insect Pests
ARAG439,Pesticides
ARAG440,Seminar in Animal Science
ARAG442,Protected Agriculture
ARAG443,"Irrigation, Drainage and Water Management"
ARAG445,Internship
ARAG450,Advanced Animal Nutrition
ARAG451,Landscape Management for Arid Lands
ARAG452,Palms and Dates
ARAG453,Indoor Plants and Flower Arrangements
ARAG454,Landscape Design
ARAG455,Nursery and Greenhouse Operations
ARAG456,Turfgrass Management
ARAG459,Issues in Animal Protein Production
ARAG465,Salt and Drought Tolerant Plants
ARAG470,Camels and Equine Nutrition 
ARAG475,Molecular Biology Genetics
ARAG485,Senior Project
ARAG800,Comprehensive Examination
HORT534,Forage Crop Ecology
HORT546,UAE Floristics
HORT610,Seminar in Horticulture
HORT611,Ecology and Agriculture
HORT620,Plant Communities in UAE
HORT622,Research Perspectives in Horticulture
HORT630,Greenhouse & Nursery Crop Production
HORT631,Post Harvest Technology of Horticulture Crops
HORT632,Small Fruit Production
HORT633,Crop Management Systems for Vegetable Production 
HORT635,Systems Analysis in Agriculture and Resource Management 
HORT636,Physiological Principles in Environmental Horticulture 
HORT638,Turfgrass and Amenity Grassland Utilization and Management 
HORT639,"Woody Plants in the Landscape: Growth, Ecology and Management "
HORT640,Tree Biotechnology
HORT642,"Water Quality, Soil, Salinity and Reclamation "
HORT643,Irrigation & Drainage Systems
HORT644,Landscape Ecology
HORT647,Ecology of Crop Systems
HORT649,Plant Propagation
HORT650,Reproductive Biology of Flowering Plants 
HORT651,Concepts & Systems of Plant Protection and Pest Management 
HORT699,Thesis
HORT720,Innovative Technologies for Horticultural Production Systems 
HORT725,Methods in agricultural microbiology
HORT730,Control and evaluation of agricultural product quality
HORT741,Modeling Horticultural System
HORT748,Conservation of Plant Genetic Resources
HORT800,Comprehensive Exam
HORT805,Molecular approaches in plant research
HORT810,Research Proposal
HORT815,Assessment of energy and element fluxes in agroecosytems
HORT820,"Urban landscape planning, policy and management"
HORT900,Dissertation Research
HORT910,Dissertation Defense
COFA760,Advance Scientific Writing 
COFA770,Sustainable Food and Agriculture
FDSC250,Contemporary Food Science & Nutrition
FDSC260,Principles of Food Science
FDSC280,Food Hygiene
FDSC309,Sensory evaluation
FDSC319,Food packaging
FDSC330,Fundamentals of Food Science
FDSC331,Fundamentals of Food Preparation
FDSC340,Food Microbiology
FDSC347,Food Process Engineering
FDSC350,Food Chemistry
FDSC351,Food Safety and Sanitation
FDSC352,Food Safety
FDSC355,Food Processing
FDSC357,Technology of Muscle Foods
FDSC363,Fruits and Vegetables Technology
FDSC378,Cereal Technology
FDSC402,Technical Problem Solving in Food Industry
FDSC425,Internship
FDSC430,Culinary Arts
FDSC450,Food Analysis
FDSC453,Quality Control and Assurance
FDSC454,Food Laws
FDSC455,Food Inspection
FDSC458,Dairy Product Technology
FDSC460,Hazard Analysis Critical Control Point (HACCP)
FDSC466,Food Product Development
FDSC470,Current Issues in Food Science
FDSC477,Oil and Fat Technology
FDSC480,Senior Project
FDSC510,Food Safety Management
FDSC515,Food Waste and by Product Utilization
FDSC520,Food Structure and Rheology
FDSC525,Food Biotechnology
FDSC605,Graduate Seminar
FDSC610,Advanced Food Chemistry\xa0 - 1
FDSC622,Advanced Food Analysis - I
FDSC631,Enzymes Technology and Fermentation
FDSC633,Advanced Food Processing - I
FDSC640,Advanced Food Microbiology - I
FDSC645,Advanced Food Quality
FDSC660,Novel and Functional Foods
FDSC691,Special Topics in Food Science
FDSC695,Graduation Research Project
FDSC699,Research Thesis
FDSC701,Independent Studies in Food Science
FDSC710,Advanced Food Physics
FDSC715,Advanced Shelf Life of Stored Foods
FDSC740,Rapid Methods in Food Microbiology
FDSC750,Advanced Food Chemistry II
FDSC760,Advanced Food Processing 2
FDSC790,Conceptual & Multidisciplinary Food Science Studies
FDSC800,Comprehensive Exam
FDSC801,Research Thesis
FDSC805,Advanced Food Analysis II
FDSC810,Research Proposal
FDSC820,Advanced Food Microbiology - II
FDSC900,Dissertation Research
FDSC910,Dissertation Defense
VMED100,Animal Anatomy I
VMED110,Introduction to Veterinary Medicine
VMED120,Animal Husbandry
VMED150,Animal Anatomy II
VMED210,Animal Physiology
VMED240,Animal Welfare and Ethics 
VMED250,Immunity and Infection (Microbiology)  I
VMED260,Neuroscience
VMED270,Presentation of Selected Clinical Cases
VMED280,Immunity and Infection II 
VMED300,Pharmacology and Toxicology 
VMED310,Parasitology
VMED320,Pathology
VMED330,Poultry Medicine 
VMED340,Clinical pathology and propaedeutic 
VMED350,Infectious Diseases 
VMED360,Camels and Equine Medicine 
VMED370,Histology
VMED380,Case Studies I
VMED385,Meat Hygiene 
VMED390,Training in meat inspection (Slaughter House)
VMED395,Training in Camels & Equine Sport Medicine (Animal Hospital) 
VMED400,Preventive medicine 
VMED410,Surgery
VMED420,Anesthesiology 
VMED430,Case Studies II
VMED440,Sheep and goat medicine 
VMED445,Large animals (Cattle & Dairy Cattle) 
VMED450,Theriogenology 
VMED455,Clinical Pharmacology 
VMED460,Companion Animal Medicine
VMED470,Falcon Medicine 
VMED475,Exotic and Laboratory Animal Medicine
VMED490,Training in Clinical Surgery (Animal Hospital) 
VMED495,Training in Sheep &Goats Med & Surgery (Animal Hospital) 
VMED510,Opthalmology and Dermatology 
VMED520,Diagnostic imagining 
VMED530,Seminar in Veterinary Science
VMED580,Senior project 
VMED590,Internship in Animal Hospital 
ARAB730,Rhythm in Arabic Poetry
ARB100,Styles of Literary Expression
ARB105,Creative Writing
ARB110,Introduction to Syntax & Morphology
ARB115,Womens Literary Theory
ARB120,Arabic Rhetoric I
ARB130,Literary Texts Analysis
ARB160,General Linguistics
ARB205,Writing and Technology
ARB210,Phonetics
ARB215,Womens Studies & Arabic Literature
ARB220,Prosody
ARB230,Traditional Literary Criticism
ARB240,Arabic Rhetoric II
ARB250,Abbasid Literature I
ARB260,Emirati Literature
ARB270,Modern Arabic Gulf Literature
ARB301,Abbasid Literature II
ARB305,Professional Writing
ARB311,Syntax II
ARB315,Modern Women's Literature
ARB321,Semantics & Arabic Lexicology
ARB343,Pre_Islamic & Islamic Literature
ARB381,Arabic Library / Heritage
ARB401,Philology
ARB405,Training Practicum
ARB406,Research Methods in Language & Literature
ARB413,Arabic Linguistics
ARB415,Seminar & Research in Women Studies
ARB416,Andalusian & Maghribi Literature
ARB424,Late Medieval Literature
ARB430,Modern Literature Criticism
ARB436,Ex. in Syntax & Morphology
ARB440,Research in the Critical & Rhetorical H  
ARB444,Modern Arabic Literature
ARB450,Comparative Literature
ARB485,Integrated Capstone
ARB600,Contemporary Arabic Language Issues
ARB605,Rhetorical and Stylistic Issues
ARB611,Critical Thinking Among Arabs
ARB613,Research Methods and Editing Texts
ARB630,Studies in Linguistics
ARB635,Modern Schools of Criticism 
ARB640,Syntactical and Linguistic Schools
ARB655,Selected Literary and Linguistic Texts in English
ARB660,Special Topics
ARB661,Studies in Syntax
ARB670,Genres of Arabic Literature 
ARB699,Thesis
ARLN714,Issues in Syntax and Morphology
ARLN716,Avant-Garde Trends in Arabic  Syntax
ARLN718,Seminar on Classical Arabic Language Studies
ARLN800,Comprehensive Examination
ARLN810,Research Proposal
ARLN900,Dissertation Research
ARLN910,Dissertation Defense
ARLT704,Trends in Classical Literature 
ARLT706,Schools of Comparative Literature
ARLT708,Modern Issues in Literary Criticism
ARLT710,Seminar in Classical Arabic Criticism
ARLT800,Comprehensive Examination
ARLT810,Research Proposal
ARLT900,Dissertation Research
ARLT910,Dissertation Defense
CHIN101,Beginning Chinese I 
CHIN102,Beginning Chinese II 
CHIN201,Intermediate Chinese I 
CHIN202,Intermediate Chinese II
CHIN301,Introduction to Chinese Culture (in English)
CHIN302,Business Chinese 
CHIN401,Advanced Chinese 
CHIN402,Chinese Language and Culture 
CHSS700,Research Methods and Ethics
CHSS702,Critical Reading and Writing
DRA260,Practical Introduction to Theatre TA
DRA265,Approaches to Drama TA
DRA360,Fundamentals of Stage Prod TA
DRA365,Drama in Education TA
DRA370,Playwriting & Performance in Arabic
DRA460,Practicum Drama TA
ELAN750,Stylistics
ELAN782,World English
ELAN786,Roots of Modern English
ELAN800,Comprehensive Exam
ELAN810,Research Proposal
ELAN900,Dissertation Research
ELAN910,Dissertation Defense
ELIT710,Classicism/s
ELIT740,Modernism/s
ELIT790,Literary Theory
ELIT800,Comprehensive Exam
ELIT810,Research Proposal
ELIT900,Dissertation Research
ELIT910,Dissertation Defense
ENG210,College Reading and Writing
ENG250,English Grammar & Usage
ENG300,Critical Reading in the Disciplines 
ENG310,Writing for Research
ENG312,Cultural Literacy: English in the World
ENG450,Public Speaking and Debate
ENG454,Practicum: Writing for the Workplace
ENG489,Integrated Capstone
ENGL716,World Diasporic Literature
ENGL720,Romanticism/s
ENGL721,Literary Renaissances
ENGL745,Poetry and Poetics
ENGL755,Fiction and Narrativity
ENGL765,Language and Performance
ENGL770,Cinema Studies
ENGL785,Literature and Culture
ENGL793,Women�s Literacy Voices
EWR215,Advanced Composition TA
EWR380,Creative Writing Non-fiction
EWR390,Creative Writing Fiction
EWR395,Tech & Prof Writing TA
EWR480,Practicum Writing
FCH260,Listening & Speaking
FCH270,French Language & Culture I
FCH272,French Language & Culture II
FCH303,Advanced Listening & Speaking
FCH321,Reading & Writing I
FCH401,Advanced Reading & Writing
FCH411,Introduction to Translation FR
FCH442,Translation of Texts from & to French
FIL240,Introduction to Film & Visual Studies TA
FIL245,Film & Culture World Cinema TA
FIL312,Animation Filmmaking
FIL340,Developing Ideas for Film
FIL345,Principles of Screenwriting TA
FIL350,Cinema in the Arab World TA
GER100,German I for Beginners
GER102,German II for Beginners
GER202,Intermediate German
GER301,Advanced German
GER302,German Language and Culture
GER401,Reading and Writing (GER)
GER411,Intro to Translation (GER)
GER416,Trans of Texts from & in GER
KOR100,Korean I for Beginners
KOR102,Korean II for Beginners
KOR202,Intermediate Korean
KOR301,Advanced Korean
KOR302,Korean Language and Culture
KOR401,Reading and Writing (Korean)
KOR411,Introduction to Translation (Korean)
KOR416,Translation of Short Texts into Korean
LIT150,Introduction to Literature
LIT200,Writing About literature
LIT220,Survey of British Literature
LIT240,Survey of American Literature
LIT300,Methods of Research in Literary Study
LIT320,Elizabethan & 17th Century Literature
LIT330,Romantic & Victorian Literature
LIT335,20th Century British Literature
LIT340,19th Century American Literature
LIT345,20th Century American Literature
LIT355,Digital Humanities Basics
LIT365,Modern World Literature
LIT370,Anglophone Literature Outside UK & US
LIT385,Children's Literature
LIT410,Criticism and Theory
LIT420,Senior Seminar Major writer
LIT490,Internship
SPN100,Spanish (1) for Beginners
SPN102,Spanish Language and Culture (1)
SPN202,Spanish (2) for Beginners 
SPN301,Intermediate Spanish 
SPN311,Spanish Language and Culture (2)
SPN401,Spanish Reading and Writing
TRS200,Introduction to Translation
TRS310,Contrastive Analysis of Arabic/English
TRS312,Community Interpreting 
TRS331,Basic Issues in Translation-TA
TRS340,Translating Literary Texts
TRS350,Translation of English Texts
TRS360,Translation of Arabic texts
TRS370,Modern Media Translation
TRS412,Translation of Scientific/Legal Text
TRS430,Advanced Written Translation
TRS433,Translation of Business Correspondence & Promotional Materials
TRS452,Practicum / Oral
TRS480,Practicum-TA-
TRS485,Integrated Capstone
HIS120,Arab & Islamic Civilization
HIS121,World History: Origins to 1500
HIS122,Modern World History
HIS125,Contemporary Civilization
HIS132,Fundamentals of Archeology
HIS133,Introduction to Art History
HIS142,History of Islamic World: Origins 1500
HIS212,History of the UAE
HIS215,Ancient History & Archaeology of Near East
HIS217,Material Culture of Islamic World
HIS310,Introduction to Archaeology & Museum Studies
HIS312,Historical Preservation
HIS318,History of the Arabian Gulf
HIS372,Arch. of UAE &  A. Gulf States
HIS373,Hist. of Arab World from 1500
HIS381,UAE Architectural Heritage
HIS440,Oral History
HIS471,Modern and Contemporary History of the Arab Gulf
TOR101,Introduction to Tourism
TOR140,Introduction to Museology
TOR202,Fundamentals of Heritage Management
TOR205,Introduction to Cultural Tourism
TOR222,Principles of Tour Guidance
TOR263,Tourism Resources in the UAE
TOR322,Gulf art and design
TOR350,Tourism and the Environment
TOR403,Tourism and Society
TOR404,Sustainable Tourism Development & Planning
TOR416,Travel Writing & New Technologies
TOR421,Intensive Research in Tourism
TOR440,Internship in Tourism & Architecture
TOR485,Integrated Capstone
SWK200,Introduction to Social Welfare
SWK210,Introduction to Humanitarian Social Work
SWK220,Social Policy & Services
SWK230,Human Behavior in Social Environments
SWK240,Social Work Research Methods
SWK250,Social Work Practice I: Individuals
SWK251,Social Work Practice I: Skills
SWK320,Social Policy Research
SWK350,Social Work Practice II: Families
SWK351,Social Work Practice II: Skills
SWK355,Social Work Leadership
SWK360,Social Work Practice III
SWK361,Social Work Practice III: Skills
SWK365,Social Work & Humanitarian Relief
SWK375,Social Work & Mental Health
SWK376,Social Work and Special Populations
SWK380,Social Work & Islam
SWK385,Social Work & Substance Abuse
SWK465,Social Work Practicum I
SWK466,Field Seminar
SWK470,Field Practicum II
SWK485,Capstone Integrated
SWK499,Special Topics In Social Work
SWK500,Social Welfare Policy and Services: A worldview
SWK510,Human Behavior and Social Environments I
SWK511,Human Behavior and Social Environments II 
SWK520,Research Methods for Social Work Practice 
SWK534,Integrative Seminar 
SWK540,Social Work Practice with Individuals and Families 
SWK541,Social Work Practice with Groups 
SWK542,Social Work Practice with Communities and Organizations 
SWK590,Field Education I 
SWK640,Models and Methods of Social Work Practice
SWK642,Leadership & Supervision 
SWK645,Intermediate Social Work Research 
SWK671,Social Work Practice with At Risk Students 
SWK680,Social Work in Criminal Justice Settings 
SWK681,Social Work & Addictions 
SWK682,Techniques in Rehabilitation Counseling
SWK690,Social Work & Traditional Help Seeking Behavior 
SWK691,Social Work in Behavioral Health Settings
SWK695,Field Practicum II
SWK699,Directed Readings
HSC300,Introduction to Human Services & Counseling
LNG100,Introduction to Linguistics
LNG110,"Language, Society & Culture"
LNG220,Phonetics
LNG231,Phonology I
LNG241,Syntax I
LNG250,Morphology
LNG290,Linguistic Structure of Arabic
LNG321,Language & Computer Technology
LNG331,Phonology II
LNG341,Syntax ll
LNG342,Semantics
LNG362,Contrastive Linguistics
LNG370,Historical Linguistics
LNG390,Arabic Syntax
LNG410,Sociolinguistics
LNG415,Current Topics in Language Variation & Change
LNG420,Computational Linguistics
LNG450,Psycholinguistics
LNG455,Practicum
LNG460,Linguistic Theory and Aphasia
LNG465,Women and Language
LNG470,Current Topics in Arabic Linguistics
LNG475,Current Topics in Language Rept Meaning & Mind
LNG480,Field Methods in Linguistics
LNG485,Neuroscience of Arabic
LNG489,Integrated Capstone
LNG490,Senior Capstone
PHI101,Introduction to Philosophy
PHI121,Fundamentals of Environmental Ethics
PHI122,International Ethics
PHI180,Critical Thinking
PHI200,Logic
PHI211,Ancient Philosophy
PHI212,Modern Philosophy
PHI225,Citizenship & Civil Society
PHI226,Human Rights Theory
PHI231,Aesthetics
PHI270,Philosophy of Education
PHI271,History and Philosophy of Science
PHI310,Ethics
PHI312,Political & Social Philosophy
PHI314,Contemporary Islamic Political Philosophy
PHI315,Technology and Culture
PHI320,Ethics in Business Governance
PHI322,Epistemology
PHI323,Philosophy of Mind
PHI331,Philosophical Problems
PHI332,Metaphysics
PHI333,Philosophy of Language
PHI362,Islamic Phliosophy
PHI440,Cognitive Science
PHIL120,Principles of Professional Ethics
PSYC100,Introduction to Psychology
PSYC105,Creative & Innovative Thinking Skills
PSYC201,Research Methods in Psychology
PSYC202,Introduction to Behavioral Neuroscience
PSYC205,Social Psychology
PSYC303,Psychological Tests & Measurements
PSYC304,Developmental Psychology
PSYC305,Cognitive Psychology
PSYC306,Abnormal Psychology
PSYC310,Research Methods in Psychology
PSYC312,Psychology of Learning
PSYC313,Educational Psychology
PSYC314,Sensation and Perception
PSYC315,Industrial Organizational Psychology
PSYC316,School Psychology
PSYC317,Psychology of Personality
PSYC401,Clinical Psychology
PSYC403,Experimental Psychology
PSYC413,Counseling Psychology
PSYC414,Introduction to Health Psychology
PSYC416,Differential Psychology
PSYC417,Neuropsychology
PSYC419,Seminar in Psychology
PSYC452,Practicum
PSYC454,Research Project/Internship
PSYC485,Integrated Capstone
TSL230,Development of Second Language Literacy
ART101,Arts and Society I
ART102,Arts and Society II
ART201,Drawing I
ART301,Painting I
ART302,3-D Design
ART303,Digital Photography
ART382,Introduction to Art Criticism
MASC605,Quantitative Research Methods
MASC610,Communication and Social Change
MASC611,Mass Communication Theory
MASC612,Mass Communication Research Methods
MASC613,Multimedia Storytelling
MASC620,Integrated Communication Campaigns and Strategies
MASC621,New Media Data Analysis
MASC622,Contemporary Journalism in Context
MASC623,Multimedia Production
MASC624,Comparative Media Systems
MASC625,History of Mass Media
MASC630,Media Management
MASC631,Media in a Global Context
MASC632,"Media, Policy, and Regulation"
MASC633,Seminar in Media and National Identity
MASC640,Qualitative Research Methods
MASC641,Media Ethics
MASC642,"Seminar in Media, Innovation, and the Creative Industries"
MASC650,Thesis
MASC712,Media Management
MASC715,Seminar in UAE Media
MASC718,Seminar in New Media Studies
MASC720,Communication & Social Change
MASC736,Media & National Development
MASC743,Modern Communication Technologies in the Arab World
MASC800,Comprehensive Examination
MASC888,Research Proposal
MASC900,Dissertation Research
MASC910,Dissertation Defense
MSC200,Introduction to Mass Media
MSC203,Principles of Visual Communication
MSC211,Principles of Oral Communication
MSC235,Principles of the Writing for Media
MSC240,World and Arab Media
MSC243,Public Relations & Advertising Principles
MSC250,Photojournalism
MSC257,Television Production I
MSC264,News Writing
MSC270,Writing for the Media
MSC316,Broadcast Management 
MSC342,Writing for Public Relations 
MSC352,Writing for Broadcast
MSC355,Television Production II
MSC356,News Reporting
MSC370,Communication Theories
MSC381,Translation for Communication
MSC390,News Editing (lab)
MSC391,Communication in Modern Societies
MSC396,Communication Research Methods
MSC401,Computer Assisted Reporting
MSC411,Case Studies in Public Relations
MSC412,Public Opinion
MSC420,Radio Production I
MSC422,Organizational Communication
MSC435,Intensive Research/Writing
MSC450,Newspaper& Magazine Production
MSC452,Public Relations & Advertising Campaigns
MSC460,Radio Production II
MSC462,Designing Media Messages
MSC480,Contemporary Issues in Mass Communications
MSC484,Integrated Capstone
MSC485,Practicum in Digital Production
MSC487,Women and Media
MSC490,Practicum
VIS104,Digital Design I
VIS123,Mobile Phone Photography
VIS214,History of World Art I
VIS215,History of World Art II
VIS216,History of Asian Art
VIS304,Digital Design II
VIS311,Painting II
VIS312,Sculpture II
VIS313,Digital Photography II
VIS314,History of Modern Art 
VIS315,History of Contemporary Art 
VIS320,Public and Environmental Art
VIS404,Digital Design III
VIS411,Painting III
VIS412,Sculpture III
VIS413,Digital Photography III
VIS424,Writing for Art
VIS425,Art Business Management
VIS450,Internship
VIS485,Capstone Integrated
GEO200,World Regional Geography
GEO201,Physical Geography
GEO210,Human Geography
GEO211,Remote Sensing
GEO220,Principles of Cartography
GEO221,Geographic Information Systems I
GEO231,Economic Geography
GEO232,Urban Economics
GEO334,Spatial Analysis
GEO341,Geography of Population
GEO345,Urban Demography
GEO351,Computer Maps
GEO370,Transit Oriented Development (TOD)
GEO372,Planning Theory and Practice
GEO382,Geography of Industry
GEO400,Practicum
GEO402,Land Use
GEO410,Research Seminar in Geography
GEO411,Oceanography
GEO412,Geography of Arid Lands
GEO413,Geomorphology
GEO420,Cartography II
GEO422,Geographic Information Systems II
GEO430,GIS for Transportation
GEO431,Natural Hazards
GEO432,Geography of the UAE
GEO438,Regional & Urban Planning
GEO440,GIS for Urban & Regional Planning
GEO443,Geography of Transportation
GEO450,GIS for Coastal Management
GEO451,Digital Imaging Analysis
GEO452,Climatology
GEO460,GIS for Petroleum
GEO461,Geography of Tourism
GEO462,Current Environmental Issues
GEO463,Tourism Policy and Planning
GEO470,GIS for Environment
GEO472,Politics and Planning
GEO480,GIS for Project Management
GEO481,Urban Planning Internship
GEO485,Integrated Capstone
GEO490,SIS for Planetary Surfaces
GEO610,Social Impact Assessment
GEOG601,Topics in Urban Geography
GEOG602,Special Topics in Physical Geography
GEOG603,Advanced Topics in Remote Sensing
GEOG604,Advances in Environmental Change Studies
GEOG605,Topics in Economic Geography
GEOG606,Topics in Climatology
GEOG650,Remote Sensing of Terrestrial and Planetary Surfaces 
GEOG660,GIS for Planetary Surfaces 
GEOG670,Planetary Atmospheres 
GEOG703,Geographic Information Systems
GEOG708,GIS Modeling
GEOG709,Internet and Mobile GIS
GEOG710,GIS & Accuracy Assessment
GEOG800,Comprehensive Examination
GEOG810,Research Proposal
GEOG900,Dissertation Research
GEOG910,Dissertation Defense
RGIS601,Principles of Remote Sensing
RGIS602,Fundamentals of GIS
RGIS603,Digital Image Processing in RS
RGIS604,Spatial Analysis Using GIS
RGIS605,Local & Web Based Services GIS
RGIS606,Database Management Systems
RGIS607,Seminar on Management Issues in RS&GIS
RGIS610,Spatial Data Collection
RGIS611,Advanced Remote Sensing
RGIS612,Satellite Positioning
RGIS613,Software Engineering for GIS
RGIS614,Selected Topics
RGIS615,Project Management
RGIS616,Transport Applications of GIS
